ID,block,trial_n,dim_onset,angle_correct,angle_chosen,choice,acc,tResp_1,conf_rating,tResp_2,x1,x2,x3,y1,y2,y3,PID,session,block_c
02CS01,2,5,5,-16.3153,NA,NA,NA,NA,NA,NA,-24.6813,-32.1742,-19.7945,7.2245,17.1933,18.6979,02CS,1,2
02CS01,2,6,5,-15.2584,NA,NA,NA,NA,NA,NA,-29.9243,-18.4102,-28.3155,20.0907,15.3007,7.7242,02CS,1,2
02CS01,2,7,5,-27.5215,-40.8444,2,0,2.6286,0.3777,1.8995,-32.0764,-24.9203,-19.6534,11.331,21.5443,10.2403,02CS,1,2
02CS01,2,8,5,-28.9882,-15.8806,2,0,3.4124,0.5904,1.7819,-19.4787,-25.2339,-31.9374,18.2422,7.1788,17.6946,02CS,1,2
02CS01,3,1,5,-30.909,-30.909,3,1,4.5023,0.5869,2.6934,-18.9108,-26.457,-31.2822,17.1577,7.2292,18.7287,02CS,1,3
02CS01,3,2,5,-41.0265,-41.0265,2,1,3.0111,0.5887,2.1843,-32.1509,-24.7399,-19.7593,11.4963,21.5262,10.0931,02CS,1,3
02CS01,3,3,8,-34.5931,NA,NA,NA,NA,NA,NA,-18.3642,-28.7516,-29.5342,14.8237,7.9229,20.3691,02CS,1,3
02CS01,3,4,2,-16.5031,-16.5031,2,1,3.1564,0.6986,1.4384,-19.9202,-24.4779,-32.2519,18.8602,7.2521,17.0033,02CS,1,3
02CS01,3,5,2,-43.3822,-43.3822,3,1,2.8834,0.4663,6.1125,-22.3955,-32.7323,-21.5221,7.8997,14.8761,20.3398,02CS,1,3
02CS01,3,6,2,-39.4082,NA,NA,NA,NA,NA,NA,-26.2167,-19.0081,-31.4252,21.5409,11.3647,10.21,02CS,1,3
02CS01,3,7,8,-36.4304,-36.3997,2,0,2.7932,0.8191,3.4521,-29.8169,-28.439,-18.3941,8.5724,20.9668,13.5764,02CS,1,3
02CS01,3,8,2,-22.7108,-42.8464,2,0,3.7309,0.7252,2.481,-32.718,-22.5535,-21.3785,13.6935,20.9187,8.5034,02CS,1,3
02CS02,1,1,2,-42.1243,-42.1243,3,1,5.6447,0.7837,7.2571,-20.5706,-32.5435,-23.5358,9.1713,12.6599,21.2844,02CS,2,4
02CS02,1,2,5,-17.2763,-17.2763,3,1,2.5579,0.7872,2.0363,-26.9451,-18.7352,-30.9697,21.4354,12.0483,9.6319,02CS,2,4
02CS02,1,3,8,-39.0643,-34.4646,2,0,3.2632,0.7872,1.9644,-28.6739,-29.606,-18.3701,7.8849,20.3207,14.91,02CS,2,4
02CS02,1,4,5,-18.8359,-18.8359,1,1,2.5369,0.7465,2.4076,-31.8354,-25.4487,-19.3659,10.8599,21.5712,10.6845,02CS,2,4
02CS02,1,5,5,-38.0656,-38.0656,3,1,3.2241,0.7766,1.5662,-18.6331,-30.7397,-27.2772,12.3728,9.3812,21.3616,02CS,2,4
02CS02,1,6,8,-38.929,-17.6002,1,0,2.7991,0.5904,2.7796,-31.1877,-26.6096,-18.8527,9.8935,21.4935,11.7287,02CS,2,4
02CS02,2,1,2,-15.1444,-15.1444,2,1,2.4108,0.7287,1.6345,-18.6392,-27.2561,-30.7548,16.3918,7.3769,19.3469,02CS,2,5
02CS02,2,2,8,-38.7595,NA,NA,NA,NA,NA,NA,-29.4641,-18.3594,-28.8265,20.4151,14.74,7.9606,02CS,2,5
02CS02,2,3,5,-29.0095,-43.1152,1,0,2.8803,0.5496,3.2981,-19.4714,-25.2474,-31.9312,18.2307,7.1782,17.7067,02CS,2,5
02CS02,2,4,2,-19.0879,-43.441,3,0,2.496,0.8316,5.016,-22.5791,-32.7153,-21.3556,7.8134,15.0783,20.224,02CS,2,5
02CS02,2,5,8,-25.5744,-25.5744,1,1,2.3935,0.8635,1.9178,-32.6408,-20.9229,-23.0863,15.6209,19.8882,7.6065,02CS,2,5
02CS02,2,6,5,-23.0658,-42.4372,1,0,2.4994,0.711,1.9789,-23.1387,-20.8804,-32.631,21.1561,8.8915,13.068,02CS,2,5
02CS02,2,7,8,-22.2907,-22.2907,1,1,5.1903,0.5869,3.2226,-21.1521,-32.6859,-22.8119,8.6711,13.4136,21.0309,02CS,2,5
02CS02,3,1,8,-15.1577,-33.0023,3,0,3.4248,0.8723,1.7201,-18.5073,-27.7751,-30.3676,15.8686,7.5243,19.7227,02CS,2,6
02CS02,3,2,8,-19.1381,-19.1381,2,1,3.1094,0.7855,2.3191,-19.5039,-31.9588,-25.1873,10.4623,11.0905,21.5627,02CS,2,6
02CS02,3,3,2,-20.4229,-20.4229,3,1,2.9239,0.9025,2.7047,-24.1516,-20.1325,-32.3658,21.4348,9.6294,12.0514,02CS,2,6
02CS02,3,4,5,-37.1626,-37.1626,2,1,2.2106,0.7447,3.1509,-30.2479,-27.9262,-18.4759,8.9157,21.1685,13.0315,02CS,2,6
02CS02,3,5,2,-40.6378,NA,NA,NA,NA,NA,NA,-19.5409,-31.9893,-25.1198,10.4057,11.1509,21.559,02CS,2,6
02CS02,3,6,2,-43.2951,-43.2951,3,1,2.8367,0.8706,1.5249,-24.8702,-32.0974,-19.6824,7.204,17.367,18.5446,02CS,2,6
02CS02,3,7,2,-35.0882,NA,NA,NA,NA,NA,NA,-29.0489,-29.2502,-18.3509,8.0792,20.5483,14.4881,02CS,2,6
02CS02,3,8,2,-38.436,NA,NA,NA,NA,NA,NA,-30.9348,-26.9968,-18.7184,9.5923,21.425,12.0983,02CS,2,6
02CS02,3,9,2,-25.5087,NA,NA,NA,NA,NA,NA,-23.0458,-32.6482,-20.956,7.6214,15.5784,19.9158,02CS,2,6
02CS02,3,10,2,-17.6947,-17.6947,1,1,2.8989,0.8617,1.813,-23.4555,-32.563,-20.6315,7.4832,16.0023,19.63,02CS,2,6
02CS03,1,1,2,-40.9662,NA,NA,NA,NA,NA,NA,-30.5557,-18.5653,-27.529,19.5471,16.1194,7.4492,02CS,3,7
02CS03,1,2,5,-39.5598,-39.5598,3,1,3.1939,0.7287,1.4077,-28.4107,-29.8417,-18.3976,7.7646,20.153,15.198,02CS,3,7
02CS03,1,3,8,-38.8576,-38.8576,2,1,2.9487,0.8387,1.3289,-31.1516,-26.6667,-18.8317,9.8483,21.4847,11.7825,02CS,3,7
02CS03,1,4,5,-15.1422,NA,NA,NA,NA,NA,NA,-30.7203,-18.6254,-27.3043,19.3827,16.3441,7.3889,02CS,3,7
02CS03,1,5,5,-43.5176,NA,NA,NA,NA,NA,NA,-21.0785,-22.8987,-32.6729,20.015,7.6778,15.4228,02CS,3,7
02CS03,1,6,2,-16.4581,-16.4581,1,1,2.7052,0.789,1.6204,-24.5252,-32.2343,-19.8905,7.2452,17.0477,18.8227,02CS,3,7
02CS03,1,7,2,-43.4456,-43.4456,2,1,2.2464,0.8156,1.2318,-32.2663,-19.945,-24.4386,16.9663,18.8912,7.2582,02CS,3,7
02CS03,1,8,5,-34.5563,NA,NA,NA,NA,NA,NA,-27.6661,-18.5319,-30.4519,21.2539,12.7635,9.0982,02CS,3,7
02CS03,1,9,5,-40.9702,NA,NA,NA,NA,NA,NA,-27.5261,-30.5579,-18.566,7.4484,19.545,16.1222,02CS,3,7
02CS03,1,10,5,-23.1913,NA,NA,NA,NA,NA,NA,-21.6557,-32.7417,-22.2526,8.316,14.0272,20.7724,02CS,3,7
02CS03,1,11,5,-43.1911,NA,NA,NA,NA,NA,NA,-31.9983,-19.5519,-25.0997,17.5749,18.3548,7.186,02CS,3,7
02CS03,1,12,5,-43.2651,-28.5267,1,0,3.1506,0.5851,1.9591,-32.0679,-19.642,-24.9401,17.4308,18.4871,7.1978,02CS,3,7
02CS03,1,13,5,-41.8027,-31.5424,2,0,2.9456,0.8121,1.8824,-26.8585,-31.0273,-18.7642,7.2918,19.0451,16.7787,02CS,3,7
02CS03,2,1,8,-37.0857,-37.0857,1,1,1.684,0.8209,1.4275,-27.9793,-18.4656,-30.2051,21.1497,13.0869,8.8791,02CS,3,8
02CS03,2,2,2,-37.8063,-16.8029,2,0,2.7295,0.578,1.2483,-18.5808,-30.6007,-27.4685,12.5635,9.2406,21.3116,02CS,3,8
02CS03,2,3,5,-31.8002,-31.8002,1,1,4.1441,0.4433,1.9849,-18.8653,-31.2088,-26.5759,11.6971,9.9202,21.4984,02CS,3,8
02CS03,2,4,8,-24.0902,NA,NA,NA,NA,NA,NA,-20.552,-32.5373,-23.5606,9.1892,12.6349,21.2916,02CS,3,8
02CS03,2,5,5,-42.5856,-42.5856,1,1,3.7724,0.7908,3.5229,-22.937,-21.0462,-32.6668,21.081,8.7544,13.2802,02CS,3,8
02CS03,2,6,8,-15.2116,NA,NA,NA,NA,NA,NA,-31.1046,-18.8054,-26.74,18.9529,16.8918,7.2709,02CS,3,8
02CS03,2,7,8,-43.5217,NA,NA,NA,NA,NA,NA,-20.1607,-24.1098,-32.3795,19.1464,7.3174,16.6519,02CS,3,8
02CS03,2,8,8,-36.5537,-36.5537,1,1,2.6064,0.7748,2.0389,-28.338,-18.4071,-29.9049,21.0102,13.4672,8.6382,02CS,3,8
02CS03,2,9,8,-43.5684,-25.9148,1,0,3.9316,0.6082,1.5969,-32.5988,-20.7545,-23.2966,15.8396,19.7425,7.5336,02CS,3,8
02CS03,3,1,8,-32.1621,-17.4948,1,0,2.3634,0.8174,1.915,-31.1194,-26.717,-18.8136,9.8088,21.4767,11.8302,02CS,3,9
02CS03,3,2,2,-40.519,-40.519,3,1,3.1659,0.7518,2.2124,-27.8356,-30.3201,-18.4943,7.5443,19.7651,15.8063,02CS,3,9
02CS03,3,3,8,-15.1468,NA,NA,NA,NA,NA,NA,-18.6509,-27.2156,-30.7834,16.4318,7.3672,19.3167,02CS,3,9
02CS03,3,4,2,-43.5747,-43.5747,1,1,2.2062,0.8457,1.422,-20.5273,-23.5938,-32.5289,19.5306,7.4427,16.1423,02CS,3,9
02CS03,3,5,2,-15.1419,-15.1419,3,1,3.0564,0.8422,2.455,-30.7138,-18.6228,-27.3134,19.3894,16.3351,7.3912,02CS,3,9
02CS03,3,6,5,-18.1857,-25.6273,3,0,2.4525,0.8014,2.2922,-20.8964,-23.1189,-32.6347,19.8658,7.5947,15.6551,02CS,3,9
01cs01,1,1,8,-35.6044,-16.2926,1,0,10.1089,0.4167,7.9688,-30.1111,-28.0941,-18.4448,8.8009,21.1074,13.2073,01cs,1,1
01cs01,1,2,2,-15.1511,NA,NA,NA,NA,NA,NA,-27.704,-30.4228,-18.5232,7.5016,19.6724,15.9416,01cs,1,1
01cs01,1,3,5,-43.5748,NA,NA,NA,NA,NA,NA,-32.5296,-20.5293,-23.5911,16.1396,19.5326,7.4435,01cs,1,1
01cs01,1,4,8,-17.4249,-17.4249,3,1,5.916,0.5053,4.7633,-32.5124,-20.4802,-23.6574,16.2063,19.4843,7.4251,01cs,1,1
01cs01,1,5,5,-43.5754,-43.5754,2,1,4.9501,0.5177,6.0297,-32.5389,-20.5567,-23.5544,16.1026,19.5591,7.454,01cs,1,1
01cs01,1,6,8,-32.7457,-38.5023,2,0,3.549,0.5887,2.9635,-30.9693,-26.9456,-18.7351,9.6315,21.4353,12.0488,01cs,1,1
01cs01,1,7,2,-39.6308,-33.9679,2,0,2.7338,0.5691,3.4449,-28.3713,-29.8761,-18.4026,7.7477,20.1273,15.2406,01cs,1,1
01cs01,1,8,5,-21.4235,-21.4235,1,1,7.9996,0.5408,5.4145,-21.4842,-32.729,-22.4369,8.4297,13.8218,20.8641,01cs,1,1
01cs01,2,1,8,-43.4165,NA,NA,NA,NA,NA,NA,-21.4281,-22.4985,-32.7234,20.2752,7.8505,14.9899,01cs,1,2
01cs01,2,2,5,-24.6815,-24.6815,3,1,2.4827,0.6383,3.9967,-32.4734,-23.8,-20.3766,12.3954,21.356,9.3643,01cs,1,2
01cs01,2,3,8,-35.5187,NA,NA,NA,NA,NA,NA,-28.0587,-18.451,-30.1403,21.1207,13.1701,8.8249,01cs,1,2
01cs01,2,4,5,-19.3127,-19.3127,1,1,4.6012,0.5869,2.1781,-22.4572,-32.7272,-21.4656,7.87,14.9444,20.3013,01cs,1,2
01cs01,2,5,2,-15.1398,-41.0998,1,0,2.4654,0.6773,6.3145,-18.5906,-27.4314,-30.628,16.2174,7.422,19.4761,01cs,1,2
01cs01,2,6,2,-15.3853,-15.3853,3,1,3.7492,0.6046,2.9135,-29.5825,-18.3681,-28.6994,20.3367,14.8818,7.8972,01cs,1,2
01cs01,2,7,8,-17.7038,NA,NA,NA,NA,NA,NA,-26.5055,-18.892,-31.2525,21.5082,11.6312,9.9762,01cs,1,2
01cs01,2,8,8,-24.0185,NA,NA,NA,NA,NA,NA,-22.1427,-32.7466,-21.7607,8.0292,14.5924,20.4941,01cs,1,2
01cs01,2,9,8,-43.4269,-43.4269,2,1,5.3985,0.5957,1.7309,-32.7202,-21.3979,-22.5319,15.0266,20.2541,7.835,01cs,1,2
01cs01,2,10,8,-20.1247,-23.8623,2,0,3.1231,0.5869,1.5891,-22.0498,-32.7491,-21.8511,8.0799,14.4866,20.5491,01cs,1,2
01cs01,3,1,8,-15.748,NA,NA,NA,NA,NA,NA,-31.8416,-19.3723,-25.4361,17.8728,18.0701,7.1728,01cs,1,3
01cs01,3,2,5,-34.9926,NA,NA,NA,NA,NA,NA,-28.9918,-29.3059,-18.3523,8.0478,20.5146,14.5532,01cs,1,3
01cs01,3,3,2,-30.0088,-30.0088,3,1,1.9468,0.7287,1.4319,-19.1542,-25.8842,-31.6116,17.6786,7.1796,18.2574,01cs,1,3
01cs01,3,4,5,-42.5165,-21.9818,1,0,1.8481,0.7394,6.7811,-32.6506,-23.0322,-20.9672,13.1797,21.1173,8.8187,01cs,1,3
01cs01,3,5,2,-43.5088,-27.3225,1,0,3.2435,0.7429,1.6857,-32.3574,-20.1154,-24.1772,16.717,19.0947,7.304,01cs,1,3
01cs01,3,6,2,-15.201,-41.875,1,0,3.1783,0.6613,3.2342,-18.7869,-26.7927,-31.0705,16.8417,7.2799,18.994,01cs,1,3
01cs01,3,7,8,-41.2216,-15.1411,2,0,2.915,0.6011,2.4137,-18.6155,-27.3397,-30.6949,16.309,7.3978,19.4088,01cs,1,3
01cs01,3,8,5,-43.5231,-27.2038,3,0,9.1076,0.6223,3.7387,-20.1657,-24.1024,-32.3818,19.152,7.3189,16.6447,01cs,1,3
01CS02,1,1,2,-23.2959,-23.2959,2,1,2.4118,0.7181,2.1716,-21.7166,-32.7448,-22.1886,8.2772,14.0994,20.739,01cs,2,4
01CS02,1,2,5,-36.3292,-36.5387,2,0,1.8407,0.7624,1.8702,-28.4849,-18.3887,-29.7764,20.9466,13.6262,8.5429,01cs,2,4
01CS02,1,3,2,-18.793,-18.793,3,1,2.2908,0.7376,1.8704,-25.4865,-19.3466,-31.8169,21.5716,10.717,10.827,01cs,2,4
01CS02,1,4,5,-33.351,-33.351,1,1,2.4556,0.7305,1.4056,-18.6602,-30.8054,-27.1844,12.2812,9.4505,21.3839,01cs,2,4
01CS02,1,5,8,-43.4881,-43.4881,3,1,1.9413,0.7837,1.3827,-24.2731,-32.325,-20.0519,7.286,16.8089,19.0207,01cs,2,4
01CS02,1,6,8,-33.7293,-33.7293,2,1,1.7103,0.7819,1.1349,-27.3346,-18.6169,-30.6985,21.3472,12.4297,9.3387,01cs,2,4
01CS02,2,1,8,-19.8763,-41.1858,1,0,1.6902,0.7553,1.0546,-24.5784,-19.8575,-32.2142,21.506,9.9633,11.6463,01cs,2,5
01CS02,2,2,5,-25.0537,-25.0537,2,1,2.3556,0.6436,2.8561,-22.767,-32.6922,-21.1907,7.7315,15.282,20.1022,01cs,2,5
01CS02,2,3,2,-20.648,-25.134,2,0,2.3715,0.7642,1.3068,-23.9813,-20.2487,-32.4199,21.3989,9.4999,12.2168,01cs,2,5
01CS02,2,4,5,-42.7482,-42.7482,3,1,3.2052,0.7465,1.3229,-21.2464,-32.7007,-22.7029,8.5996,13.531,20.985,01cs,2,5
01CS02,2,5,8,-36.322,-36.322,1,1,2.5667,0.7216,1.295,-28.4895,-18.3882,-29.7723,20.9445,13.6313,8.5399,01cs,2,5
01CS02,2,6,2,-19.8543,NA,NA,NA,NA,NA,NA,-32.2074,-24.5959,-19.8466,11.6299,21.5084,9.9774,01cs,2,5
01CS02,2,7,2,-35.7696,-37.3648,3,0,1.9201,0.7092,1.3248,-29.4518,-28.8395,-18.3587,8.3207,20.7765,14.0184,01cs,2,5
01CS02,3,1,2,-15.1768,-41.7167,1,0,1.9622,0.7784,1.5488,-18.7386,-26.9349,-30.9765,16.7053,7.3063,19.104,01cs,2,6
01CS02,3,2,8,-15.5697,-38.1764,1,0,2.929,0.7376,1.3994,-18.3502,-29.1013,-29.1985,14.428,8.1086,20.579,01cs,2,6
01CS02,3,3,5,-43.4482,-24.786,2,0,2.5697,0.7199,2.8923,-22.6042,-32.7125,-21.3333,7.8021,15.1056,20.2079,01cs,2,6
01CS02,3,4,5,-35.999,-35.999,1,1,4.0359,0.7677,0.9425,-28.6961,-18.3683,-29.5856,20.8482,13.8583,8.4092,01cs,2,6
01CS02,3,5,2,-21.8525,-21.8525,2,1,2.173,0.7713,2.0057,-20.8955,-32.6345,-23.12,8.8786,13.0876,21.1494,01cs,2,6
01CS02,3,6,8,-26.2311,-43.5756,2,0,1.7388,0.7819,2.0396,-32.554,-20.603,-23.4931,16.0405,19.6032,7.4719,01cs,2,6
01CS03,1,1,2,-43.5624,-43.5624,3,1,2.3374,0.7199,1.3635,-23.8093,-32.4708,-20.3699,7.3855,16.3576,19.3726,01cs,3,7
01CS03,1,2,2,-26.6846,-41.1707,3,0,2.7538,0.7074,1.2074,-19.8479,-32.2082,-24.5939,9.9758,11.6318,21.5081,01cs,3,7
01CS03,1,3,5,-15.1554,-40.646,3,0,2.9851,0.7287,0.9928,-27.7515,-30.386,-18.5125,7.5167,19.706,15.893,01cs,3,7
01CS03,1,4,2,-16.2432,-16.2432,1,1,1.0922,0.7376,1.4853,-30.0569,-28.1592,-18.4339,8.7569,21.0825,13.2762,01cs,3,7
01CS03,1,5,8,-30.7031,NA,NA,NA,NA,NA,NA,-18.9629,-26.3262,-31.361,17.2787,7.2138,18.6231,01cs,3,7
01CS03,1,6,8,-16.8988,-37.9558,1,0,2.3121,0.7535,0.8125,-27.3587,-18.6102,-30.6811,21.341,12.4537,9.3209,01cs,3,7
01CS03,1,7,8,-16.9127,-27.1733,3,0,3.0591,0.7305,1.9199,-20.1788,-24.0832,-32.388,19.1666,7.3229,16.6261,01cs,3,7
01CS03,2,1,5,-43.1555,-28.889,2,0,2.5897,0.6986,1.1218,-25.1707,-31.9664,-19.5129,7.1819,17.6384,18.2953,01cs,3,8
01CS03,2,2,5,-43.5179,-25.2709,1,0,2.3276,0.7021,1.3006,-32.6727,-21.0775,-22.8998,15.424,20.0142,7.6774,01cs,3,8
01CS03,2,3,2,-15.2926,-15.2926,1,1,1.3864,0.6986,1.3414,-26.4241,-31.3022,-18.9237,7.2251,18.7022,17.1883,01cs,3,8
01CS03,2,4,2,-37.783,-37.783,1,1,2.3845,0.7394,1.2271,-18.3515,-29.2755,-29.0231,14.2261,8.2106,20.6788,01cs,3,8
01CS03,2,5,5,-15.5379,-42.7592,1,0,2.0393,0.6897,1.1891,-19.1878,-25.8119,-31.6503,17.7427,7.1766,18.1963,01cs,3,8
01CS03,2,6,8,-36.1985,-36.1985,1,1,1.8318,0.7358,1.1295,-18.4066,-29.902,-28.3414,13.4709,8.636,21.0087,01cs,3,8
01CS03,3,1,5,-15.1544,-32.9478,2,0,2.9597,0.7606,1.5689,-27.7412,-30.394,-18.5148,7.5134,19.6988,15.9034,01cs,3,9
01CS03,3,2,8,-17.4221,-38.6992,3,0,2.113,0.6259,1.5486,-18.7871,-31.0709,-26.7921,11.9015,9.7502,21.4639,01cs,3,9
01CS03,3,3,8,-43.3435,-19.6337,2,0,1.9784,0.7004,1.1831,-21.6201,-22.2904,-32.7396,20.4047,7.952,14.7589,01cs,3,9
01CS03,3,4,2,-43.523,NA,NA,NA,NA,NA,NA,-32.3818,-20.1656,-24.1026,16.6449,19.1519,7.3189,01cs,3,9
01CS03,3,5,8,-43.355,-24.316,2,0,2.9559,0.7305,1.2556,-22.3205,-32.7377,-21.5918,7.9368,14.7926,20.3862,01cs,3,9
01CS03,3,6,5,-43.3621,-28.1457,1,0,1.4228,0.7411,1.4555,-32.1675,-19.7844,-24.6981,17.2088,18.6843,7.2224,01cs,3,9
01CS03,3,7,2,-24.0023,-19.951,2,0,2.4003,0.7163,1.2112,-21.77,-22.1331,-32.7469,20.4998,8.0343,14.5815,01cs,3,9
01al01,1,1,2,-36.4592,NA,NA,NA,NA,NA,NA,-18.3989,-29.8509,-28.4002,13.5343,8.5976,20.9837,01al,1,1
01al01,1,2,5,-24.2076,NA,NA,NA,NA,NA,NA,-20.5164,-32.5252,-23.6084,9.2237,12.5868,21.3051,01al,1,1
01al01,1,3,2,-28.8506,-40.3008,2,0,2.8263,0.6915,1.5998000000000001,-31.8421,-25.4349,-19.373,10.872,21.571,10.6727,01al,1,1
01al01,1,4,5,-16.4371,NA,NA,NA,NA,NA,NA,-19.8766,-24.5475,-32.2259,18.805,7.242,17.0686,01al,1,1
01al01,1,5,2,-16.711,-37.6586,2,0,3.9489,0.5727,1.0961,-30.5207,-27.5756,-18.5537,9.163,21.2811,12.6715,01al,1,1
01al01,1,6,5,-34.006,NA,NA,NA,NA,NA,NA,-28.3946,-29.8558,-18.3996,7.7576,20.1425,15.2155,01al,1,1
01al01,1,7,2,-42.0316,NA,NA,NA,NA,NA,NA,-20.4874,-32.515,-23.6476,9.2523,12.5473,21.316,01al,1,1
01al01,1,8,5,-36.7468,-16.2056,2,0,2.4151,0.805,1.2299,-18.4258,-30.0146,-28.2096,13.3298,8.7232,21.0627,01al,1,1
01al01,1,9,5,-19.1586,NA,NA,NA,NA,NA,NA,-32.7193,-21.3904,-22.5403,15.0358,20.2488,7.8311,01al,1,1
01al01,1,10,5,-15.5195,-15.5195,2,1,2.3816,0.8599,1.3948,-18.352,-29.0029,-29.2951,14.5406,8.0539,20.5212,01al,1,1
01al01,1,11,2,-32.5158,NA,NA,NA,NA,NA,NA,-31.0293,-26.8554,-18.7653,9.701,21.4525,11.9621,01al,1,1
01al01,1,12,5,-24.1344,-24.1344,2,1,1.9982,1,0.8302,-22.2118,-32.7438,-21.6944,7.9925,14.6706,20.4525,01al,1,1
01al01,1,13,2,-15.6442,-35.4041,1,0,2.481,0.5957,2.4308,-29.0626,-18.3507,-29.2367,20.6569,14.2714,8.1873,01al,1,1
01al01,2,1,5,-18.7476,-43.4913,3,0,3.0483,0.3635,2.4638,-22.7725,-32.6915,-21.186,7.7292,15.2879,20.0986,01al,1,2
01al01,2,2,2,-42.3411,-42.3411,3,1,2.0785,0.9096,1.4999,-26.3243,-31.3621,-18.9636,7.2136,18.6216,17.2804,01al,1,2
01al01,2,3,8,-27.3474,-43.5056,1,0,4.2122,0.3723,1.4832,-20.1049,-24.1929,-32.3522,19.0826,7.3009,16.7321,01al,1,2
01al01,2,4,8,-18.5834,NA,NA,NA,NA,NA,NA,-21.1026,-22.87,-32.6773,20.0341,7.6892,15.3923,01al,1,2
01al01,2,5,2,-25.8163,-43.5638,1,0,3.2946,0.3333,0.7839,-20.8027,-23.2356,-32.6117,19.7851,7.554,15.7765,01al,1,2
01al01,2,6,8,-43.5618,NA,NA,NA,NA,NA,NA,-23.2131,-32.6163,-20.8207,7.5617,15.7531,19.8008,01al,1,2
01al01,2,7,8,-37.7486,NA,NA,NA,NA,NA,NA,-18.3518,-29.2903,-29.0079,14.2088,8.2196,20.6872,01al,1,2
01al01,2,8,8,-36.6166,NA,NA,NA,NA,NA,NA,-18.3851,-29.747,-28.5179,13.6622,8.5217,20.9317,01al,1,2
01al01,2,9,8,-43.5527,NA,NA,NA,NA,NA,NA,-23.1262,-32.6334,-20.8905,7.5921,15.6627,19.8608,01al,1,2
01al01,3,1,8,-15.5083,NA,NA,NA,NA,NA,NA,-28.9799,-29.3174,-18.3526,8.0414,20.5076,14.5667,01al,1,3
01al01,3,2,5,-41.6658,NA,NA,NA,NA,NA,NA,-30.9467,-18.7241,-26.9792,19.138,16.6625,7.3152,01al,1,3
01al01,3,3,5,-38.6099,NA,NA,NA,NA,NA,NA,-18.763,-31.0249,-26.8621,11.9684,9.6959,21.4513,01al,1,3
01al01,3,4,2,-17.1176,NA,NA,NA,NA,NA,NA,-27.1157,-18.681,-30.8533,21.3996,12.214,9.5021,01al,1,3
01al01,3,5,8,-28.6164,NA,NA,NA,NA,NA,NA,-32.0434,-19.6094,-24.9972,17.4825,18.44,7.1931,01al,1,3
01al01,3,6,8,-29.2991,-40.11,2,0,2.4647,0.5337,1.6636,-31.7561,-25.6081,-19.2858,10.7217,21.5716,10.8223,01al,1,3
01al02,1,1,8,-25.9055,-25.9055,1,1,2.1352,0.766,1.4652,-32.6001,-20.7591,-23.2909,15.8336,19.7465,7.5355,01al,2,4
01al02,1,2,5,-30.3765,NA,NA,NA,NA,NA,NA,-26.024,-19.0911,-31.5349,21.5563,11.1902,10.3692,01al,2,4
01al02,1,3,5,-38.4426,-38.4426,1,1,3.5766,0.4273,1.6184,-26.9917,-18.7201,-30.9383,21.4261,12.0933,9.5962,01al,2,4
01al02,1,4,5,-22.6147,-22.6147,3,1,2.68,0.8298,1.1473,-22.6151,-21.3236,-32.7113,20.9466,8.5428,13.6262,01al,2,4
01al02,1,5,8,-15.2642,NA,NA,NA,NA,NA,NA,-31.2423,-18.8857,-26.522,18.7807,17.0971,7.2378,01al,2,4
01al02,1,6,8,-31.9605,-31.9605,1,1,2.1986,0.9238,1.746,-18.8421,-31.1696,-26.6383,11.7558,9.8707,21.4891,01al,2,4
01al02,1,7,5,-36.9645,-36.9645,2,1,2.3962,0.6826,2.1637,-28.6665,-18.3708,-29.6128,20.8625,13.8255,8.4276,01al,2,4
01al02,1,8,8,-41.3657,-41.3657,3,1,6.1249,0.4202,3.0381,-27.2274,-30.7751,-18.6475,7.37,19.3255,16.4201,01al,2,4
01al02,2,1,8,-25.56,-25.56,1,1,2.0911,0.8528,1.7875,-20.133,-32.3661,-24.1509,9.6289,12.0521,21.4346,01al,2,5
01al02,2,2,2,-24.392,-24.392,1,1,2.8509,0.3333,0.7941,-20.4613,-32.5056,-23.6831,9.2782,12.5118,21.3256,01al,2,5
01al02,2,3,2,-28.3496,-16.1896,1,0,2.2565,0.5213,2.1051,-24.8276,-32.1151,-19.7073,7.2082,17.3281,18.5793,01al,2,5
01al02,2,4,2,-15.2029,-41.8854,1,0,2.6454,0.4592,1.5996,-18.7902,-26.783,-31.0768,16.8509,7.2782,18.9865,01al,2,5
01al02,2,5,5,-33.1323,-33.1323,3,1,3.0357,0.7074,1.2258,-18.4901,-27.856,-30.304,15.7852,7.5511,19.7793,01al,2,5
01al02,2,6,2,-42.8686,-42.8686,3,1,2.7981,0.5195,2.1639,-25.6554,-31.732,-19.2626,7.1726,18.0627,17.8802,01al,2,5
01al02,3,1,2,-15.1809,-33.288,3,0,2.1326,0.4734,1.8456,-18.4707,-27.9525,-30.2267,15.6849,7.5845,19.8462,01al,2,6
01al02,3,2,5,-16.5939,-16.5939,1,1,1.9236,0.9025,1.3716,-24.3852,-32.2857,-19.9792,7.2667,16.9157,18.9332,01al,2,6
01al02,3,3,2,-29.1714,-29.1714,3,1,2.0987,0.5408,1.9299,-31.781,-25.5588,-19.3102,10.7643,21.5719,10.7795,01al,2,6
01al02,3,4,8,-38.1015,-38.1015,1,1,2.339,0.3333,0.8567,-27.2504,-18.6408,-30.7588,21.3682,12.3463,9.4011,01al,2,6
01al02,3,5,5,-30.9007,NA,NA,NA,NA,NA,NA,-31.4194,-26.2267,-19.0039,10.2018,21.54,11.3739,01al,2,6
