ID,block,trial_n,dim_onset,angle_correct,angle_chosen,choice,acc,tResp_1,conf_rating,tResp_2,x1,x2,x3,y1,y2,y3,PID,session,block_c
07al01,1,1,8,-22.7947,-21.9922,2,0,7.216,0.5053,4.8975,-20.973,-32.6518,-23.0252,8.8139,13.187,21.1147,07al,1,1
07al01,1,2,5,-36.1493,-15.9296,1,0,11.4398,0.8706,3.1405,-29.6727,-28.6006,-18.3767,8.4691,20.8937,13.7529,07al,1,1
07al01,1,3,2,-25.1284,-41.745,2,0,2.6211,0.9433,3.6078,-32.4206,-23.9791,-20.2503,12.219,21.3984,9.4982,07al,1,1
07al01,1,4,8,-40.9169,-40.9169,1,1,4.8604,0.9238,3.0152,-24.849,-19.6948,-32.1063,21.5377,10.1819,11.3961,07al,1,1
07al01,1,5,8,-42.5075,-22.8404,2,0,2.3857,0.9238,1.8769,-23.0444,-20.9572,-32.6484,21.1218,8.827,13.1668,07al,1,1
07al01,1,6,2,-39.4556,-18.0403,3,0,6.0275,0.8528,10.2866,-26.1769,-19.0249,-31.4483,21.5445,11.3284,10.2427,07al,1,1
07al01,2,1,2,-39.0811,-17.7226,1,0,2.632,0.8741,1.7802,-31.264,-26.4868,-18.8992,9.9912,21.5107,11.6137,07al,1,2
07al01,2,2,8,-18.9634,-40.4063,1,0,2.4588,0.8085,5.12,-25.3375,-19.4236,-31.8889,21.5687,10.5894,10.9575,07al,1,2
07al01,2,3,2,-23.3677,-43.0903,3,0,4.8516,0.4273,3.844,-21.7585,-32.7465,-22.1449,8.251,14.1488,20.7158,07al,1,2
07al01,2,4,8,-18.1432,-43.555,1,0,2.1892,0.7411,1.7393,-20.8739,-23.1467,-32.6294,19.8467,7.5848,15.6841,07al,1,2
07al01,2,5,8,-40.0706,-40.0706,3,1,2.6553,0.6117,0.9729,-19.2684,-31.7382,-25.6434,10.8531,10.6913,21.5713,07al,1,2
07al01,2,6,5,-34.3522,-34.3522,1,1,2.4205,0.8067,2.2414,-29.6681,-18.3762,-28.6057,20.2779,14.9853,7.8525,07al,1,2
07al01,3,1,5,-25.6682,-20.3677,2,0,1.9626,0.6241,1.9497,-20.1043,-32.3519,-24.1938,9.6618,12.0108,21.443,07al,1,3
07al01,3,2,5,-37.6757,-16.7215,3,0,6.9243,0.4645,3.6222,-27.5633,-18.5567,-30.53,21.2847,12.659,9.1719,07al,1,3
07al01,3,3,5,-15.1798,-40.3486,3,0,3.7664,0.4238,3.3788,-27.9453,-30.2326,-18.4721,7.582,19.8412,15.6925,07al,1,3
07al01,3,4,5,-27.2675,-27.2675,2,1,3.1654,0.5887,1.5629,-24.1425,-32.3688,-20.1386,7.3108,16.6835,19.1213,07al,1,3
07al01,3,5,2,-39.7214,-39.7214,1,1,2.6996000000000002,0.7926,1.7298,-25.9503,-19.1241,-31.5756,21.5607,11.1241,10.4308,07al,1,3
07al01,3,6,2,-17.6248,-17.6248,1,1,2.3486,0.3972,1.0124,-23.5066,-32.5507,-20.5927,7.4679,16.0542,19.5935,07al,1,3
07al02,1,1,5,-35.0827,NA,NA,NA,NA,NA,NA,-29.2534,-18.351,-29.0456,20.5464,14.4918,8.0774,07al,2,4
07al02,1,2,2,-43.0346,-15.7763,2,0,9.5671,0.4468,1.7857,-19.3955,-25.3912,-31.8633,18.1085,7.1736,17.8335,07al,2,4
07al02,1,3,5,-27.7774,-27.7774,3,1,2.7234,0.7589,1.2709,-19.9285,-24.4647,-32.2568,18.8707,7.2541,16.9908,07al,2,4
07al02,1,4,2,-16.5836,-16.5836,3,1,1.6283,0.8582,1.4822,-27.7278,-18.5178,-30.4044,21.2346,12.8265,9.0545,07al,2,4
07al02,1,5,8,-31.8508,-31.8508,2,1,1.7597,0.8156,1.1488,-27.0533,-30.8963,-18.7004,7.3306,19.1944,16.5906,07al,2,4
07al02,1,6,8,-27.4599,-40.8688,3,0,1.9521,0.7996,1.1588,-19.6672,-32.0865,-24.8963,10.2206,11.3529,21.5421,07al,2,4
07al02,1,7,5,-29.9953,-29.9953,3,1,2.3146,0.844,0.9973,-19.1582,-25.8756,-31.6162,17.6862,7.1792,18.2502,07al,2,4
07al02,2,1,5,-21.5363,-42.889,2,0,1.984,0.8191,1.3609,-32.7246,-22.4863,-21.4391,13.7673,20.8875,8.4608,07al,2,5
07al02,2,2,5,-35.109,-16.4515,3,0,2.3546,0.6064,1.34,-27.8906,-18.483,-30.2764,21.1808,12.9944,8.9404,07al,2,5
07al02,2,3,2,-15.3356,-34.2856,2,0,1.8009,0.9433,1.7438,-28.5652,-29.7047,-18.3801,7.8336,20.2522,15.0298,07al,2,5
07al02,2,4,2,-35.6496,-37.5342,3,0,1.9817,0.7411,1.1632,-29.3814,-28.9135,-18.3551,8.2759,20.7379,14.1017,07al,2,5
07al02,2,5,5,-15.3578,-15.3578,2,1,1.6714,0.8493,1.4736,-18.3742,-28.627,-29.6488,14.9619,7.8625,20.2913,07al,2,5
07al02,2,6,5,-16.8373,-43.5139,1,0,2.3819,0.8262,2.3299,-20.1325,-24.1516,-32.3658,19.1143,7.309,16.6923,07al,2,5
07al02,3,1,2,-15.9812,-15.9812,2,1,2.023,0.4823,1.9222,-19.5557,-25.0929,-32.0013,18.3604,7.1864,17.5688,07al,2,6
07al02,3,2,8,-17.252,-17.252,1,1,2.1481,0.8777,1.3798,-30.9523,-26.9709,-18.7268,9.6121,21.4303,12.0733,07al,2,6
07al02,3,3,8,-35.2236,-35.2236,1,1,2.2025,0.7181,1.4759,-29.1704,-18.35,-29.1296,20.5955,14.3954,8.1248,07al,2,6
07al02,3,4,8,-43.5734,-17.7827,3,0,1.6448,0.5762,1.3669,-32.5776,-20.6799,-23.3925,15.938,19.6749,7.5027,07al,2,6
07al02,3,5,8,-25.2493,-43.5153,1,0,3.0724,0.5656,1.1899,-21.0886,-22.8866,-32.6748,20.0231,7.6826,15.4099,07al,2,6
07al02,3,6,2,-21.7987,-42.816,2,0,1.5102,0.8457,1.3181,-32.7129,-22.6005,-21.3366,13.6422,20.94,8.5335,07al,2,6
07al03,1,1,2,-25.7062,-18.1114,3,0,1.7356,0.75,1.2829,-32.6253,-20.857,-23.1676,15.7059,19.8323,7.5774,07al,3,7
07al03,1,2,5,-39.917,-33.7015,2,0,1.8224,0.7801,1.6219,-28.2078,-30.0161,-18.4261,7.6804,20.0194,15.4159,07al,3,7
07al03,1,3,2,-40.9804,-40.9804,3,1,1.5635,0.5869,0.9296,-27.5188,-30.5633,-18.5679,7.4463,19.5397,16.1296,07al,3,7
07al03,1,4,8,-43.4316,-43.4316,3,1,1.5143,0.922,1.2964,-22.5472,-32.7186,-21.3841,7.8279,15.0434,20.2443,07al,3,7
07al03,1,5,8,-15.2927,-39.517,3,0,1.6448,0.8298,0.9621,-28.4342,-29.8211,-18.3947,7.7748,20.1682,15.1726,07al,3,7
07al03,1,6,2,-43.2156,-20.2394,3,0,1.9225,0.8652,0.9725,-32.7498,-21.9042,-21.996,14.4249,20.5806,8.1101,07al,3,7
07al03,2,1,5,-15.1431,NA,NA,NA,NA,NA,NA,-18.5533,-27.577,-30.5197,16.0709,7.4631,19.5817,07al,3,8
07al03,2,2,5,-39.1126,-17.7484,3,0,1.7909,0.906,1.2374,-26.4611,-18.9092,-31.2797,21.514,11.5899,10.0118,07al,3,8
07al03,2,3,8,-25.008,-43.4834,3,0,1.6509,0.8138,1.094,-22.7392,-32.696,-21.2148,7.7432,15.2519,20.1205,07al,3,8
07al03,2,4,8,-17.8227,-17.8227,2,1,1.9958,0.5426,1.0487,-20.7017,-23.3643,-32.584,19.6949,7.5117,15.9091,07al,3,8
07al03,2,5,5,-34.4981,-37.5653,3,0,3.7353,0.4362,1.7434,-18.5375,-30.4699,-27.6426,12.7395,9.115,21.2611,07al,3,8
07al03,2,6,8,-40.6273,-32.9844,2,0,1.8952,0.8227,0.9496,-27.764,-30.3763,-18.5097,7.5207,19.7148,15.8801,07al,3,8
07al03,2,7,5,-30.2635,-18.2484,1,0,1.9395,0.7535,0.9385,-31.5591,-25.9804,-19.1106,10.4056,21.559,11.151,07al,3,8
07al03,3,1,8,-18.095,-18.095,2,1,1.5312,0.8174,1.0635,-19.0471,-31.4781,-26.1247,11.2811,10.2856,21.5489,07al,3,9
07al03,3,2,2,-33.4698,-33.4698,2,1,1.6079,0.8404,1.037,-27.2314,-18.6463,-30.7723,21.3728,12.3276,9.4153,07al,3,9
07al03,3,3,2,-16.3461,-16.3461,3,1,1.6857,0.8103,0.8758,-32.1877,-19.8155,-24.6468,17.1612,18.7256,7.2288,07al,3,9
07al03,3,4,5,-39.4771,-15.2995,2,0,2.0038,0.555,1.2416,-18.392,-28.4561,-29.8019,15.1489,7.7844,20.1823,07al,3,9
07al03,3,5,5,-37.1657,-16.4248,3,0,1.9126,0.7305,1.0821,-27.9241,-18.4763,-30.2496,21.1692,13.0293,8.9172,07al,3,9
07al03,3,6,2,-20.2891,-23.7325,3,0,1.4645,0.5567,0.9136,-21.9271,-21.973,-32.75,20.594,8.1233,14.3984,07al,3,9
07CS01,1,1,2,-17.2705,-38.4951,3,0,2.3241,0.4929,1.8538,-18.7332,-30.9655,-26.9513,12.0542,9.6272,21.4342,07CS,1,1
07CS01,1,2,8,-15.7798,-15.7798,1,1,2.2693,0.367,2.5251,-29.4574,-28.8336,-18.359,8.3244,20.7795,14.0118,07CS,1,1
07CS01,1,3,5,-37.3014,-16.5005,2,0,1.8809,0.3457,1.0303,-18.4956,-30.3249,-27.8295,12.9312,8.9829,21.2015,07CS,1,1
07CS01,1,4,2,-34.0538,-34.0538,1,1,1.367,0.4167,1.4064,-29.8302,-18.3959,-28.4239,20.1615,15.1838,7.7703,07CS,1,1
07CS01,1,5,8,-35.8321,-16.2214,1,0,1.5369,0.3759,1.025,-30.0325,-28.1884,-18.4292,8.7374,21.071,13.3072,07CS,1,1
07CS01,1,6,8,-15.9844,-15.9844,2,1,2.1813,0.3546,1.4138,-18.3849,-29.7457,-28.5194,13.6639,8.5207,20.931,07CS,1,1
07CS01,2,1,5,-15.1631,-15.1631,2,1,2.5721,0.383,1.2728,-18.7054,-27.0373,-30.9072,16.6062,7.3272,19.1823,07CS,1,2
07CS01,2,2,8,-41.3535,-32.1424,2,0,1.3989,0.3918,1.2627,-27.237,-30.7683,-18.6447,7.3723,19.3327,16.4106,07CS,1,2
07CS01,2,3,8,-39.3688,-17.9645,1,0,1.3569,0.3652,1.1382,-31.406,-26.2497,-18.9943,10.1829,21.5378,11.3949,07CS,1,2
07CS01,2,4,5,-36.3319,-36.3319,3,1,1.7808,0.422,1.0975,-18.3889,-29.778,-28.4831,13.6243,8.544,20.9473,07CS,1,2
07CS01,2,5,5,-43.3204,-24.1678,2,0,1.2618,0.3794,0.9497,-22.2318,-32.7428,-21.6754,7.9821,14.6931,20.4404,07CS,1,2
07CS01,2,6,5,-40.7611,-19.3584,1,0,1.433,0.3883,0.9621,-32.0416,-25.0013,-19.6071,11.2575,21.5509,10.3072,07CS,1,2
07CS01,3,1,2,-32.0952,-41.3909,2,0,0.9083,0.4468,1.4526,-30.7893,-18.6534,-27.2073,19.3105,16.4399,7.3652,07CS,1,3
07CS01,3,2,8,-24.0156,-21.2647,3,0,1.2109,0.4149,0.9829,-23.5302,-20.5749,-32.5449,21.2828,9.1672,12.6656,07CS,1,3
07CS01,3,3,2,-17.3952,-26.5314,2,0,1.5713,0.4202,1.0906,-23.6804,-32.5063,-20.4633,7.4188,16.2293,19.4675,07CS,1,3
07CS01,3,4,2,-39.8037,-30.0009,3,0,1.3142,0.4238,1.0304,-31.6144,-25.879,-19.1567,10.4907,21.5644,11.0605,07CS,1,3
07CS01,3,5,2,-42.5471,-30.3256,2,0,0.9736,0.4007,1.4385,-26.086,-31.5001,-19.0639,7.1919,18.4261,17.4977,07CS,1,3
07CS01,3,6,5,-23.805,-23.805,3,1,1.0583,0.445,0.9697,-21.8845,-22.0159,-32.7496,20.569,8.0989,14.4477,07CS,1,3
07CS02,1,1,5,-29.6245,-29.6245,2,1,3.4975,0.5408,1.6536,-25.6393,-31.7403,-19.2705,7.1724,18.0489,17.8943,07CS,2,4
07CS02,1,2,8,-40.8363,-32.7553,2,0,1.5942,0.5798,1.366,-27.6212,-30.4863,-18.5426,7.4762,19.6134,16.026,07CS,2,4
07CS02,1,3,8,-43.4282,-24.6734,3,0,1.1935,0.7128,0.9005,-21.3943,-22.536,-32.7198,20.2515,7.8331,15.031,07CS,2,4
07CS02,1,4,2,-21.1221,-42.9999,3,0,1.0214,0.4645,0.7893,-21.6075,-32.7388,-22.3037,8.3472,13.9699,20.7985,07CS,2,4
07CS02,1,5,8,-16.9529,-27.1164,1,0,0.8553,0.4965,1.0687,-32.3994,-20.2032,-24.0474,16.5913,19.1939,7.3304,07CS,2,4
07CS02,1,6,8,-15.2808,-30.9191,2,0,0.7852,0.6401,1.0764,-26.4634,-31.2783,-18.9083,7.2301,18.7338,17.1517,07CS,2,4
07CS02,2,1,5,-22.9107,-21.401,3,0,1.135,0.5248,1.2105,-32.7298,-22.427,-21.4932,13.8328,20.8593,8.4235,07CS,2,5
07CS02,2,2,2,-26.8804,-26.8804,1,1,0.98740000000000006,0.7004,1.1407,-32.4447,-20.3062,-23.899,16.4462,19.3057,7.3637,07CS,2,5
07CS02,2,3,2,-19.3933,-19.3933,2,1,2.486,0.5496,1.1425,-19.6236,-32.0541,-24.9723,10.2831,11.2838,21.5487,07CS,2,5
07CS02,2,4,2,-41.7102,-20.599,3,0,0.9985,0.523,1.2626,-24.0181,-20.2233,-32.4086,21.407,9.5276,12.181,07CS,2,5
07CS02,2,5,2,-40.0744,-33.5498,2,0,1.5692,0.4663,1.3754,-28.1144,-30.0943,-18.4413,7.644,19.9566,15.515,07CS,2,5
07CS02,2,6,8,-38.1966,-17.0597,3,0,1.6756,0.4149,1.0022,-27.179,-18.6618,-30.8092,21.3852,12.276,9.4544,07CS,2,5
07CS02,3,1,5,-42.0915,-31.1113,3,0,1.0355,0.4752,0.9928,-18.8617,-26.5854,-31.2029,17.0378,7.2467,18.8311,07CS,2,6
07CS02,3,2,5,-32.0506,-32.0506,3,1,1.3245,0.3954,1.7208,-18.6617,-27.1793,-30.809,16.4675,7.3586,19.2895,07CS,2,6
07CS02,3,3,8,-39.8446,-39.8446,1,1,1.2333,0.3759,0.9279,-25.8433,-19.1732,-31.6336,21.5659,11.0288,10.5209,07CS,2,6
07CS02,3,4,2,-27.2005,-40.971,3,0,0.9689,0.484,0.9759,-19.7263,-32.1284,-24.7954,10.1382,11.4452,21.5322,07CS,2,6
07CS02,3,5,5,-21.4851,-21.4851,2,1,1.1003,0.5922,1.111,-20.6941,-32.5818,-23.3741,9.0559,12.8245,21.2352,07CS,2,6
07CS02,3,6,5,-22.6352,-42.8151,1,0,1.3334,0.5727,1.5447,-22.6019,-21.3353,-32.7128,20.9406,8.5344,13.6406,07CS,2,6
07CS03,1,1,5,-41.5636,-41.5636,3,1,3.5521,0.406,0.8807,-20.1138,-32.3566,-24.1796,9.6509,12.0244,21.4403,07CS,3,7
07CS03,1,2,5,-31.9064,-15.1574,3,0,2.9228,0.3333,0.8206,-30.8722,-18.6894,-27.0884,19.221,16.5565,7.3381,07CS,3,7
07CS03,1,3,5,-17.6845,-17.6845,3,1,0.9773,0.8156,1.3666,-26.5247,-18.8846,-31.2406,21.5056,11.6492,9.9609,07CS,3,7
07CS03,1,4,8,-21.7435,-22.6748,2,0,1.1523,0.3333,1.0083,-21.3579,-32.7155,-22.5766,8.5181,13.6683,20.9292,07CS,3,7
07CS03,1,5,8,-31.2736,-15.2227,3,0,1.1838,0.3599,0.7728,-31.1378,-18.8239,-26.6883,18.9124,16.9408,7.2624,07CS,3,7
07CS03,1,6,2,-18.1894,-18.1894,3,1,1.1848,0.5355,0.7433,-32.6352,-20.8983,-23.1165,15.6525,19.8675,7.5956,07CS,3,7
07CS03,2,1,2,-15.6952,-15.6952,2,1,0.7707,0.7589,0.9572,-18.3528,-29.3232,-28.974,14.1703,8.2397,20.7056,07CS,3,8
07CS03,2,2,5,-16.3181,-16.3181,3,1,1.1702,0.3741,1.9088,-28.0607,-18.4507,-30.1386,21.1199,13.1722,8.8235,07CS,3,8
07CS03,2,3,8,-36.7511,-36.7511,2,1,1.2023,0.3511,0.9424,-28.5751,-18.3791,-29.6957,20.9055,13.7249,8.4852,07CS,3,8
07CS03,2,4,2,-33.5439,-16.9859,3,0,1.1348,0.6897,0.7936,-27.2608,-18.6378,-30.7514,21.3657,12.3566,9.3934,07CS,3,8
07CS03,2,5,8,-16.1064,-16.1064,2,1,1.2779,0.5621,0.967,-18.4061,-29.8986,-28.3454,13.4751,8.6334,21.0071,07CS,3,8
07CS03,2,6,2,-38.4268,-17.2212,1,0,1.0086,0.3333,0.7528,-30.93,-27.0038,-18.7161,9.587,21.4236,12.1051,07CS,3,8
07CS03,3,1,2,-19.6048,-19.6048,3,1,1.0723,0.4362,1.1557,-24.7977,-19.7249,-32.1274,21.5325,10.1401,11.4431,07CS,3,9
07CS03,3,2,5,-21.5666,-22.7957,2,0,0.798,0.3918,1.246,-21.4271,-32.7233,-22.4995,8.4692,13.7527,20.8937,07CS,3,9
07CS03,3,3,2,-42.996,-42.996,3,1,1.3109,0.4521,1.1166,-25.4561,-31.8318,-19.3621,7.1725,17.8902,18.0529,07CS,3,9
07CS03,3,4,5,-35.5508,-35.5508,2,1,0.924,0.3333,0.8208,-29.3233,-28.9739,-18.3528,8.2398,20.7057,14.1701,07CS,3,9
07CS03,3,5,8,-32.8841,-17.2247,3,0,1.1068,0.3777,1.0714,-27.0001,-18.7173,-30.9326,21.4243,12.1014,9.5898,07CS,3,9
07CS03,3,6,8,-22.5172,-22.5172,3,1,0.977,0.7979,0.9848,-32.6714,-22.9082,-21.0704,13.3109,21.0697,8.7351,07CS,3,9
06CS01,1,1,2,-26.8862,-26.8862,2,1,17.367,0.4149,4.2296,-23.9027,-32.443600000000004,-20.3037,7.3629,16.4498,19.303,06CS,1,1
06CS01,1,2,5,-16.3455,-28.0658,3,0,5.1213,0.8777,4.4046,-19.8151,-24.6474,-32.1875,18.7251,7.2287,17.1618,06CS,1,1
06CS01,1,3,5,-30.3095,-42.5555,2,0,14.0111,0.5195,4.5678,-31.5059,-19.0684,-26.0757,18.4176,17.507,7.1911,06CS,1,1
06CS01,1,4,8,-26.1194,-26.1194,3,1,15.1737,0.578,4.1571,-20.656,-23.4236,-32.5705,19.6528,7.493,15.9697,06CS,1,1
06CS01,1,5,2,-42.069,-42.069,1,1,17.1497,0.5461,1.4477,-23.6028,-20.5206,-32.5266,21.3036,9.2197,12.5924,06CS,1,1
06CS01,1,6,2,-16.7996,-16.7996,1,1,5.923,0.516,9.5403,-30.5979,-27.4722,-18.5798,9.2378,21.3105,12.5672,06CS,1,1
06CS01,2,1,5,-38.7363,NA,NA,NA,NA,NA,NA,-28.8378,-29.4534,-18.3588,7.9664,20.422,14.7273,06CS,1,2
06CS01,2,2,2,-26.3908,-41.2823,1,0,2.5177,0.8333,1.594,-24.4787,-19.9197,-32.2516,21.4917,9.8842,11.7397,06CS,1,2
06CS01,2,3,5,-40.7253,NA,NA,NA,NA,NA,NA,-27.6978,-30.4276,-18.5246,7.4997,19.668,15.9479,06CS,1,2
06CS01,2,4,8,-31.233,-31.233,1,1,3.2679,0.6489,6.0443,-31.1542,-18.8332,-26.6626,18.8922,16.9651,7.2584,06CS,1,2
06CS01,2,5,8,-17.3602,-38.6169,3,0,3.2822,0.7482,2.2462,-18.7648,-31.0285,-26.8566,11.9632,9.7001,21.4523,06CS,1,2
06CS01,2,6,5,-39.9275,-18.476,1,0,4.799,0.3723,2.5796,-31.6722,-25.7705,-19.2073,10.5826,21.5685,10.9645,06CS,1,2
06CS01,2,7,5,-39.8533,-29.8888,1,0,6.3319,0.8617,33.4527,-19.1767,-31.6376,-25.8357,11.0221,10.5273,21.5662,06CS,1,2
06CS01,2,8,5,-30.3122,-42.5541,3,0,4.3501,0.539,3.7453,-26.0774,-31.5049,-19.0676,7.1912,18.419,17.5054,06CS,1,2
06CS01,3,1,8,-16.1857,-35.9475,3,0,8.3619,0.4592,3.3171,-29.9919,-28.2364,-18.4217,8.7053,21.0519,13.3584,06CS,1,3
06CS01,3,2,2,-15.4983,-15.4983,2,1,4.8783,0.4273,1.6504,-18.3533,-28.9592,-29.3375,14.5903,8.0301,20.4952,06CS,1,3
06CS01,3,3,8,-18.5821,NA,NA,NA,NA,NA,NA,-22.8708,-32.6772,-21.102,7.6889,15.3931,20.0336,06CS,1,3
06CS01,3,4,8,-20.3322,NA,NA,NA,NA,NA,NA,-21.9531,-32.75,-21.9469,8.1347,14.3754,20.6055,06CS,1,3
06CS01,3,5,2,-35.6398,-15.7275,3,0,5.2472,0.7447,3.4657,-28.9196,-18.3548,-29.3756,20.7347,14.1086,8.2723,06CS,1,3
06CS01,3,6,5,-42.4065,NA,NA,NA,NA,NA,NA,-20.8478,-32.6231,-23.1792,8.9194,13.0258,21.1703,06CS,1,3
06CS01,3,7,8,-18.5861,-29.4616,3,0,3.8419,0.4752,3.0537,-31.7241,-25.6708,-19.2551,10.6678,21.5709,10.877,06CS,1,3
06CS01,3,8,8,-30.1564,NA,NA,NA,NA,NA,NA,-19.1115,-25.9782,-31.5602,17.5946,7.1846,18.3364,06CS,1,3
06CS01,3,9,5,-16.5252,-16.5252,2,1,6.3722,0.8227,2.7729,-18.5021,-30.3488,-27.7991,12.8998,9.0042,21.2116,06CS,1,3
06CS01,3,10,8,-42.1994,-15.2773,3,0,3.0237,0.8688,1.088,-31.2708,-18.9035,-26.4757,18.7437,17.1403,7.2316,06CS,1,3
06CS02,1,1,2,-29.1131,NA,NA,NA,NA,NA,NA,-25.3134,-31.9003,-19.4363,7.1758,17.765,18.1748,06CS,2,4
06CS02,1,2,5,-41.8162,NA,NA,NA,NA,NA,NA,-31.0353,-18.7683,-26.8464,19.0357,16.7904,7.2895,06CS,2,4
06CS02,1,3,8,-15.1488,NA,NA,NA,NA,NA,NA,-18.5299,-27.6749,-30.4452,15.9713,7.4926,19.6518,06CS,2,4
06CS02,1,4,8,-22.1913,NA,NA,NA,NA,NA,NA,-21.0842,-32.674,-22.8918,8.7242,13.3282,21.0632,06CS,2,4
06CS02,1,5,8,-35.43,-37.8372,2,0,2.829,0.9131,1.2024,-29.047,-18.351,-29.252,20.6656,14.2536,8.1965,06CS,2,4
06CS02,1,6,5,-20.2044,-20.2044,2,1,1.6205,0.3333,0.9738,-20.0214,-32.3088,-24.3199,9.7595,11.8901,21.466,06CS,2,4
06CS02,1,7,2,-31.061,-39.3218,2,0,2.5763,0.4557,1.1683,-31.3831,-26.2888,-18.9781,10.151,21.5339,11.4307,06CS,2,4
06CS02,1,8,5,-42.0612,-24.217,2,0,2.6381,0.8387,1.2902,-23.6122,-20.5136,-32.5242,21.3062,9.2265,12.5829,06CS,2,4
06CS02,1,9,8,-15.1491,-40.7531,3,0,2.1931,0.539,3.068,-27.6788,-30.4422,-18.529,7.4938,19.6545,15.9674,06CS,2,4
06CS02,1,10,8,-40.7207,-32.8832,3,0,2.148,0.4982,3.0981,-18.5239,-27.701,-30.4252,15.9447,7.5007,19.6703,06CS,2,4
06CS02,2,1,5,-43.5751,-43.5751,1,1,3.799,0.8067,2.8458,-20.6337,-23.4527,-32.5636,19.6321,7.4841,15.9995,06CS,2,5
06CS02,2,2,5,-37.8781,-15.6428,2,0,2.0546,0.8936,1.3567,-18.3507,-29.2342,-29.0652,14.2743,8.1858,20.6555,06CS,2,5
06CS02,2,3,2,-36.9677,-15.8852,1,0,1.3369,0.8103,0.774,-29.6115,-28.6678,-18.3706,8.4268,20.8618,13.827,06CS,2,5
06CS02,2,4,5,-43.1528,NA,NA,NA,NA,NA,NA,-32.7494,-22.0282,-21.8723,14.2819,20.6518,8.182,06CS,2,5
06CS02,2,5,2,-42.7059,NA,NA,NA,NA,NA,NA,-22.7654,-21.1921,-32.6925,21.0116,8.6405,13.4636,06CS,2,5
06CS02,2,6,8,-43.0248,NA,NA,NA,NA,NA,NA,-32.7413,-22.261,-21.6477,14.0178,20.7768,8.3211,06CS,2,5
06CS02,2,7,5,-16.906,-33.7695,2,0,2.8653,0.8635,9.6645,-27.3506,-18.6125,-30.687,21.3431,12.4456,9.3269,06CS,2,5
06CS02,2,8,2,-20.8136,NA,NA,NA,NA,NA,NA,-32.4568,-23.858,-20.3352,12.338,21.3702,9.4074,06CS,2,5
06CS02,2,9,8,-20.8948,NA,NA,NA,NA,NA,NA,-22.2023,-21.7035,-32.7442,20.7463,8.2855,14.0839,06CS,2,5
06CS02,2,10,2,-22.9856,-21.8742,2,0,2.7156,0.8528,0.8459,-20.9075,-32.6373,-23.1052,8.8685,13.103,21.1441,06CS,2,5
06CS02,2,11,8,-38.5672,-38.5672,1,1,5.922,0.8245,2.0734,-18.3548,-28.9195,-29.3757,14.6353,8.009,20.4714,06CS,2,5
06CS02,3,1,8,-42.7818,NA,NA,NA,NA,NA,NA,-32.7069,-22.6526,-21.2905,13.5855,20.9631,8.567,06CS,2,6
06CS02,3,2,5,-38.3647,-15.5254,2,0,8.1845,0.8333,5.6288,-18.3517,-29.0149,-29.2835,14.5269,8.0604,20.5283,06CS,2,6
06CS02,3,3,8,-30.795,NA,NA,NA,NA,NA,NA,-26.3846,-31.3261,-18.9394,7.2204,18.6704,17.2248,06CS,2,6
06CS02,3,4,2,-20.8769,NA,NA,NA,NA,NA,NA,-32.7446,-22.1943,-21.7111,14.0929,20.7421,8.2807,06CS,2,6
06CS02,3,5,2,-38.1006,-15.5879,3,0,2.2187,0.8706,1.3597,-29.1645,-18.35,-29.1355,20.5989,14.3886,8.1282,06CS,2,6
06CS02,3,6,2,-18.7461,NA,NA,NA,NA,NA,NA,-19.3257,-31.7964,-25.5279,10.7528,10.791,21.5718,06CS,2,6
06CS02,3,7,8,-42.7009,NA,NA,NA,NA,NA,NA,-32.6915,-22.7727,-21.1858,13.4557,21.0147,8.6453,06CS,2,6
06CS03,1,1,5,-23.8123,NA,NA,NA,NA,NA,NA,-32.7495,-21.8803,-22.0202,14.4526,20.5665,8.0965,06CS,3,7
06CS03,1,2,5,-31.2188,NA,NA,NA,NA,NA,NA,-18.8365,-26.6536,-31.1599,16.9736,7.257,18.8851,06CS,3,7
06CS03,1,3,8,-42.55,NA,NA,NA,NA,NA,NA,-21.0051,-32.6586,-22.9863,8.7876,13.228,21.1,06CS,3,7
06CS03,1,4,8,-17.1715,-38.3571,2,0,33.0014,0.8351,3.6543,-30.8936,-27.0573,-18.6991,9.5463,21.4123,12.157,06CS,3,7
06CS03,1,5,2,-42.176,NA,NA,NA,NA,NA,NA,-18.8942,-26.4999,-31.2559,17.1178,7.2348,18.7631,06CS,3,7
06CS03,1,6,8,-15.2526,-31.0797,3,0,16.6136,0.8599,2.2499,-18.8692,-26.5654,-31.2154,17.0565,7.2438,18.8153,06CS,3,7
06CS03,1,7,5,-23.1587,-23.1587,1,1,1.5263,0.8546,2.7186,-20.8492,-32.6234,-23.1774,8.9182,13.0277,21.1697,06CS,3,7
06CS03,1,8,5,-19.577,NA,NA,NA,NA,NA,NA,-32.1181,-24.8205,-19.7115,11.4222,21.5348,10.1586,06CS,3,7
06CS03,1,9,8,-20.9549,-24.5677,2,0,0.8239,0.8777,0.9878,-23.7541,-20.4097,-32.4863,21.3443,9.3304,12.441,06CS,3,7
06CS03,1,10,2,-37.5329,NA,NA,NA,NA,NA,NA,-18.532,-30.4522,-27.6658,12.7632,9.0985,21.254,06CS,3,7
06CS03,1,11,5,-36.423,-36.3944,1,0,2.7417,0.4344,1.6515,-18.3959,-29.8302,-28.4238,13.5599,8.5823,20.9735,06CS,3,7
